node	r(thre.)	count
14	0.240000	1
15	0.240000	1
16	0.240000	1
17	0.240000	1
18	0.240000	1
19	0.240000	1
20	0.240000	1
21	0.240000	1
22	0.240000	1
23	0.240000	1
24	0.240000	1
25	0.240000	1
26	0.240000	1
27	0.240000	1
28	0.240000	1
29	0.240000	1
30	0.240000	1
31	0.240000	1
32	0.240000	1
33	0.240000	1
34	0.240000	1
35	0.240000	1
36	0.240000	1
37	0.240000	1
38	0.240000	1
39	0.240000	1
40	0.240000	1
41	0.240000	1
42	0.240000	1
43	0.240000	1
44	0.240000	1
45	0.240000	1
46	0.240000	1
47	0.240000	1
48	0.240000	1
49	0.240000	1
50	0.240000	1
51	0.240000	1
52	0.240000	1
53	0.240000	1
54	0.240000	1
55	0.240000	1
56	0.240000	1
57	0.240000	1
58	0.240000	1
59	0.240000	1
60	0.240000	1
61	0.240000	1
62	0.240000	1
63	0.240000	1

0	0.250000	1
1	0.250000	1
2	0.250000	1
3	0.250000	1
4	0.250000	1
5	0.250000	1
6	0.250000	1
7	0.250000	1
8	0.250000	1
9	0.250000	1
10	0.250000	1
11	0.250000	1
12	0.250000	1
13	0.250000	1
14	0.250000	1
15	0.250000	1
16	0.250000	1
17	0.250000	1
18	0.250000	1
19	0.250000	1
20	0.250000	1
21	0.250000	1
22	0.250000	1
23	0.250000	1
24	0.250000	1
25	0.250000	1
26	0.250000	1
27	0.250000	1
28	0.250000	1
29	0.250000	1
30	0.250000	1
31	0.250000	1
32	0.250000	1
33	0.250000	1
34	0.250000	1
35	0.250000	1
36	0.250000	1
37	0.250000	1
38	0.250000	1
39	0.250000	1
40	0.250000	1
41	0.250000	1
42	0.250000	1
43	0.250000	1
44	0.250000	1
45	0.250000	1
46	0.250000	1
47	0.250000	1
48	0.250000	1
49	0.250000	1
50	0.250000	1
51	0.250000	1
52	0.250000	1
53	0.250000	1
54	0.250000	1
55	0.250000	1
56	0.250000	1
57	0.250000	1
58	0.250000	1
59	0.250000	1
60	0.250000	1
61	0.250000	1
62	0.250000	1
63	0.250000	1

0	0.260000	1
1	0.260000	1
2	0.260000	1
3	0.260000	1
4	0.260000	1
5	0.260000	1
6	0.260000	1
7	0.260000	1
8	0.260000	1
9	0.260000	1
10	0.260000	1
11	0.260000	1
12	0.260000	1
13	0.260000	1
14	0.260000	1
15	0.260000	1
16	0.260000	1
17	0.260000	1
18	0.260000	1
19	0.260000	1
20	0.260000	1
21	0.260000	1
22	0.260000	1
23	0.260000	1
24	0.260000	1
25	0.260000	1
26	0.260000	1
27	0.260000	1
28	0.260000	1
29	0.260000	1
30	0.260000	1
31	0.260000	1
32	0.260000	1
33	0.260000	1
34	0.260000	1
35	0.260000	1
36	0.260000	1
37	0.260000	1
38	0.260000	1
39	0.260000	1
40	0.260000	1
41	0.260000	1
42	0.260000	1
43	0.260000	1
44	0.260000	1
45	0.260000	1
46	0.260000	1
47	0.260000	1
48	0.260000	1
49	0.260000	1
50	0.260000	1
51	0.260000	1
52	0.260000	1
53	0.260000	1
54	0.260000	1
55	0.260000	1
56	0.260000	1
57	0.260000	1
58	0.260000	1
59	0.260000	1
60	0.260000	1
61	0.260000	1
62	0.260000	1
63	0.260000	1

0	0.270000	1
1	0.270000	1
2	0.270000	1
3	0.270000	1
4	0.270000	1
5	0.270000	1
6	0.270000	1
7	0.270000	1
8	0.270000	1
9	0.270000	1
10	0.270000	1
11	0.270000	1
12	0.270000	1
13	0.270000	1
14	0.270000	1
15	0.270000	1
16	0.270000	1
17	0.270000	1
18	0.270000	1
19	0.270000	1
20	0.270000	1
21	0.270000	1
22	0.270000	1
23	0.270000	1
24	0.270000	1
25	0.270000	1
26	0.270000	1
27	0.270000	1
28	0.270000	1
29	0.270000	1
30	0.270000	1
31	0.270000	1
32	0.270000	1
33	0.270000	1
34	0.270000	1
35	0.270000	1
36	0.270000	1
37	0.270000	1
38	0.270000	1
39	0.270000	1
40	0.270000	1
41	0.270000	1
42	0.270000	1
43	0.270000	1
44	0.270000	1
45	0.270000	1
46	0.270000	1
47	0.270000	1
48	0.270000	1
49	0.270000	1
50	0.270000	1
51	0.270000	1
52	0.270000	1
53	0.270000	1
54	0.270000	1
55	0.270000	1
56	0.270000	1
57	0.270000	1
58	0.270000	1
59	0.270000	1
60	0.270000	1
61	0.270000	1
62	0.270000	1
63	0.270000	1

0	0.280000	1
1	0.280000	1
2	0.280000	1
3	0.280000	1
4	0.280000	1
5	0.280000	1
6	0.280000	1
7	0.280000	1
8	0.280000	1
9	0.280000	1
10	0.280000	1
11	0.280000	1
12	0.280000	1
13	0.280000	1
14	0.280000	1
15	0.280000	1
16	0.280000	1
17	0.280000	1
18	0.280000	1
19	0.280000	1
20	0.280000	1
21	0.280000	1
22	0.280000	1
23	0.280000	1
24	0.280000	1
25	0.280000	1
26	0.280000	1
27	0.280000	1
28	0.280000	1
29	0.280000	1
30	0.280000	1
31	0.280000	1
32	0.280000	1
33	0.280000	1
34	0.280000	1
35	0.280000	1
36	0.280000	1
37	0.280000	1
38	0.280000	1
39	0.280000	1
40	0.280000	1
41	0.280000	1
42	0.280000	1
43	0.280000	1
44	0.280000	1
45	0.280000	1
46	0.280000	1
47	0.280000	1
48	0.280000	1
49	0.280000	1
50	0.280000	1
51	0.280000	1
52	0.280000	1
53	0.280000	1
54	0.280000	1
55	0.280000	1
56	0.280000	1
57	0.280000	1
58	0.280000	1
59	0.280000	1
60	0.280000	1
61	0.280000	1
62	0.280000	1
63	0.280000	1

0	0.290000	1
1	0.290000	1
2	0.290000	1
3	0.290000	1
4	0.290000	1
5	0.290000	1
6	0.290000	1
7	0.290000	1
9	0.290000	1
10	0.290000	1
11	0.290000	1
12	0.290000	1
13	0.290000	1
14	0.290000	1
15	0.290000	1
16	0.290000	1
17	0.290000	1
18	0.290000	1
19	0.290000	1
20	0.290000	1
21	0.290000	1
22	0.290000	1
23	0.290000	1
24	0.290000	1
25	0.290000	1
26	0.290000	1
27	0.290000	1
28	0.290000	1
29	0.290000	1
30	0.290000	1
31	0.290000	1
32	0.290000	1
33	0.290000	1
34	0.290000	1
35	0.290000	1
36	0.290000	1
37	0.290000	1
38	0.290000	1
39	0.290000	1
40	0.290000	1
41	0.290000	1
43	0.290000	1
44	0.290000	1
45	0.290000	1
46	0.290000	1
47	0.290000	1
48	0.290000	1
49	0.290000	1
50	0.290000	1
51	0.290000	1
52	0.290000	1
53	0.290000	1
54	0.290000	1
55	0.290000	1
56	0.290000	1
57	0.290000	1
58	0.290000	1
59	0.290000	1
60	0.290000	1
61	0.290000	1
62	0.290000	1
63	0.290000	1
8	0.290000	2
42	0.290000	2

0	0.300000	1
1	0.300000	1
2	0.300000	1
3	0.300000	1
4	0.300000	1
5	0.300000	1
6	0.300000	1
7	0.300000	1
9	0.300000	1
10	0.300000	1
11	0.300000	1
12	0.300000	1
13	0.300000	1
14	0.300000	1
15	0.300000	1
16	0.300000	1
17	0.300000	1
18	0.300000	1
19	0.300000	1
20	0.300000	1
21	0.300000	1
22	0.300000	1
23	0.300000	1
24	0.300000	1
25	0.300000	1
26	0.300000	1
27	0.300000	1
28	0.300000	1
29	0.300000	1
30	0.300000	1
31	0.300000	1
32	0.300000	1
33	0.300000	1
34	0.300000	1
35	0.300000	1
36	0.300000	1
37	0.300000	1
38	0.300000	1
39	0.300000	1
40	0.300000	1
41	0.300000	1
43	0.300000	1
44	0.300000	1
45	0.300000	1
46	0.300000	1
47	0.300000	1
48	0.300000	1
49	0.300000	1
50	0.300000	1
51	0.300000	1
52	0.300000	1
53	0.300000	1
54	0.300000	1
55	0.300000	1
56	0.300000	1
57	0.300000	1
58	0.300000	1
59	0.300000	1
60	0.300000	1
61	0.300000	1
62	0.300000	1
63	0.300000	1
8	0.300000	2
42	0.300000	2

0	0.310000	1
1	0.310000	1
2	0.310000	1
3	0.310000	1
4	0.310000	1
5	0.310000	1
6	0.310000	1
7	0.310000	1
9	0.310000	1
10	0.310000	1
11	0.310000	1
12	0.310000	1
13	0.310000	1
14	0.310000	1
15	0.310000	1
16	0.310000	1
17	0.310000	1
18	0.310000	1
19	0.310000	1
20	0.310000	1
21	0.310000	1
22	0.310000	1
23	0.310000	1
24	0.310000	1
25	0.310000	1
26	0.310000	1
27	0.310000	1
28	0.310000	1
29	0.310000	1
30	0.310000	1
31	0.310000	1
32	0.310000	1
33	0.310000	1
34	0.310000	1
35	0.310000	1
36	0.310000	1
37	0.310000	1
38	0.310000	1
39	0.310000	1
40	0.310000	1
41	0.310000	1
43	0.310000	1
44	0.310000	1
45	0.310000	1
46	0.310000	1
47	0.310000	1
48	0.310000	1
49	0.310000	1
50	0.310000	1
51	0.310000	1
52	0.310000	1
53	0.310000	1
54	0.310000	1
55	0.310000	1
56	0.310000	1
57	0.310000	1
58	0.310000	1
59	0.310000	1
60	0.310000	1
61	0.310000	1
62	0.310000	1
63	0.310000	1
8	0.310000	2
42	0.310000	2

0	0.320000	1
1	0.320000	1
2	0.320000	1
3	0.320000	1
4	0.320000	1
5	0.320000	1
6	0.320000	1
7	0.320000	1
9	0.320000	1
10	0.320000	1
11	0.320000	1
12	0.320000	1
13	0.320000	1
14	0.320000	1
15	0.320000	1
16	0.320000	1
17	0.320000	1
18	0.320000	1
19	0.320000	1
20	0.320000	1
21	0.320000	1
22	0.320000	1
23	0.320000	1
24	0.320000	1
25	0.320000	1
26	0.320000	1
27	0.320000	1
28	0.320000	1
29	0.320000	1
30	0.320000	1
31	0.320000	1
32	0.320000	1
33	0.320000	1
34	0.320000	1
35	0.320000	1
36	0.320000	1
37	0.320000	1
38	0.320000	1
39	0.320000	1
40	0.320000	1
41	0.320000	1
43	0.320000	1
44	0.320000	1
45	0.320000	1
46	0.320000	1
47	0.320000	1
48	0.320000	1
49	0.320000	1
50	0.320000	1
51	0.320000	1
52	0.320000	1
53	0.320000	1
54	0.320000	1
55	0.320000	1
56	0.320000	1
57	0.320000	1
58	0.320000	1
59	0.320000	1
60	0.320000	1
61	0.320000	1
62	0.320000	1
63	0.320000	1
8	0.320000	2
42	0.320000	2

0	0.330000	1
1	0.330000	1
2	0.330000	1
3	0.330000	1
4	0.330000	1
5	0.330000	1
6	0.330000	1
7	0.330000	1
9	0.330000	1
10	0.330000	1
11	0.330000	1
12	0.330000	1
13	0.330000	1
14	0.330000	1
15	0.330000	1
16	0.330000	1
17	0.330000	1
18	0.330000	1
19	0.330000	1
20	0.330000	1
21	0.330000	1
22	0.330000	1
23	0.330000	1
24	0.330000	1
25	0.330000	1
26	0.330000	1
27	0.330000	1
28	0.330000	1
29	0.330000	1
30	0.330000	1
31	0.330000	1
32	0.330000	1
33	0.330000	1
34	0.330000	1
35	0.330000	1
36	0.330000	1
37	0.330000	1
38	0.330000	1
39	0.330000	1
40	0.330000	1
41	0.330000	1
43	0.330000	1
44	0.330000	1
45	0.330000	1
46	0.330000	1
47	0.330000	1
48	0.330000	1
49	0.330000	1
50	0.330000	1
51	0.330000	1
52	0.330000	1
53	0.330000	1
54	0.330000	1
55	0.330000	1
56	0.330000	1
57	0.330000	1
58	0.330000	1
59	0.330000	1
60	0.330000	1
61	0.330000	1
62	0.330000	1
63	0.330000	1
8	0.330000	2
42	0.330000	2

0	0.340000	1
1	0.340000	1
2	0.340000	1
3	0.340000	1
4	0.340000	1
5	0.340000	1
6	0.340000	1
7	0.340000	1
9	0.340000	1
10	0.340000	1
11	0.340000	1
12	0.340000	1
13	0.340000	1
14	0.340000	1
15	0.340000	1
16	0.340000	1
17	0.340000	1
18	0.340000	1
19	0.340000	1
20	0.340000	1
21	0.340000	1
22	0.340000	1
23	0.340000	1
24	0.340000	1
25	0.340000	1
26	0.340000	1
27	0.340000	1
28	0.340000	1
29	0.340000	1
30	0.340000	1
31	0.340000	1
32	0.340000	1
33	0.340000	1
34	0.340000	1
35	0.340000	1
36	0.340000	1
37	0.340000	1
38	0.340000	1
39	0.340000	1
40	0.340000	1
41	0.340000	1
43	0.340000	1
44	0.340000	1
45	0.340000	1
46	0.340000	1
47	0.340000	1
48	0.340000	1
49	0.340000	1
50	0.340000	1
51	0.340000	1
52	0.340000	1
53	0.340000	1
54	0.340000	1
55	0.340000	1
56	0.340000	1
57	0.340000	1
58	0.340000	1
59	0.340000	1
60	0.340000	1
61	0.340000	1
62	0.340000	1
63	0.340000	1
8	0.340000	2
42	0.340000	2

0	0.350000	1
1	0.350000	1
2	0.350000	1
3	0.350000	1
4	0.350000	1
5	0.350000	1
6	0.350000	1
7	0.350000	1
9	0.350000	1
10	0.350000	1
11	0.350000	1
12	0.350000	1
13	0.350000	1
14	0.350000	1
15	0.350000	1
16	0.350000	1
17	0.350000	1
18	0.350000	1
19	0.350000	1
20	0.350000	1
21	0.350000	1
22	0.350000	1
23	0.350000	1
24	0.350000	1
25	0.350000	1
26	0.350000	1
27	0.350000	1
28	0.350000	1
29	0.350000	1
30	0.350000	1
32	0.350000	1
33	0.350000	1
34	0.350000	1
35	0.350000	1
36	0.350000	1
37	0.350000	1
38	0.350000	1
39	0.350000	1
40	0.350000	1
41	0.350000	1
43	0.350000	1
44	0.350000	1
45	0.350000	1
46	0.350000	1
47	0.350000	1
48	0.350000	1
49	0.350000	1
50	0.350000	1
51	0.350000	1
52	0.350000	1
53	0.350000	1
54	0.350000	1
55	0.350000	1
56	0.350000	1
57	0.350000	1
58	0.350000	1
59	0.350000	1
60	0.350000	1
61	0.350000	1
62	0.350000	1
63	0.350000	1
8	0.350000	2
42	0.350000	2
31	0.350000	3

0	0.360000	1
1	0.360000	1
2	0.360000	1
3	0.360000	1
4	0.360000	1
5	0.360000	1
6	0.360000	1
7	0.360000	1
9	0.360000	1
10	0.360000	1
11	0.360000	1
12	0.360000	1
13	0.360000	1
14	0.360000	1
15	0.360000	1
16	0.360000	1
17	0.360000	1
18	0.360000	1
19	0.360000	1
20	0.360000	1
21	0.360000	1
22	0.360000	1
23	0.360000	1
24	0.360000	1
25	0.360000	1
26	0.360000	1
27	0.360000	1
28	0.360000	1
29	0.360000	1
30	0.360000	1
32	0.360000	1
33	0.360000	1
34	0.360000	1
35	0.360000	1
36	0.360000	1
37	0.360000	1
38	0.360000	1
39	0.360000	1
40	0.360000	1
41	0.360000	1
43	0.360000	1
44	0.360000	1
45	0.360000	1
46	0.360000	1
47	0.360000	1
48	0.360000	1
49	0.360000	1
50	0.360000	1
51	0.360000	1
52	0.360000	1
53	0.360000	1
54	0.360000	1
55	0.360000	1
56	0.360000	1
57	0.360000	1
58	0.360000	1
59	0.360000	1
60	0.360000	1
61	0.360000	1
62	0.360000	1
63	0.360000	1
8	0.360000	2
42	0.360000	2
31	0.360000	3

0	0.370000	1
1	0.370000	1
2	0.370000	1
3	0.370000	1
4	0.370000	1
5	0.370000	1
6	0.370000	1
7	0.370000	1
9	0.370000	1
10	0.370000	1
11	0.370000	1
12	0.370000	1
13	0.370000	1
14	0.370000	1
15	0.370000	1
16	0.370000	1
17	0.370000	1
18	0.370000	1
19	0.370000	1
20	0.370000	1
21	0.370000	1
22	0.370000	1
23	0.370000	1
24	0.370000	1
25	0.370000	1
26	0.370000	1
27	0.370000	1
28	0.370000	1
29	0.370000	1
30	0.370000	1
32	0.370000	1
33	0.370000	1
34	0.370000	1
35	0.370000	1
36	0.370000	1
37	0.370000	1
38	0.370000	1
39	0.370000	1
40	0.370000	1
41	0.370000	1
43	0.370000	1
44	0.370000	1
45	0.370000	1
46	0.370000	1
47	0.370000	1
48	0.370000	1
49	0.370000	1
50	0.370000	1
51	0.370000	1
52	0.370000	1
53	0.370000	1
54	0.370000	1
55	0.370000	1
56	0.370000	1
57	0.370000	1
58	0.370000	1
59	0.370000	1
60	0.370000	1
61	0.370000	1
62	0.370000	1
63	0.370000	1
8	0.370000	2
42	0.370000	2
31	0.370000	3

0	0.380000	1
1	0.380000	1
2	0.380000	1
3	0.380000	1
4	0.380000	1
5	0.380000	1
6	0.380000	1
7	0.380000	1
9	0.380000	1
10	0.380000	1
11	0.380000	1
12	0.380000	1
13	0.380000	1
14	0.380000	1
15	0.380000	1
16	0.380000	1
17	0.380000	1
18	0.380000	1
19	0.380000	1
20	0.380000	1
21	0.380000	1
22	0.380000	1
23	0.380000	1
24	0.380000	1
25	0.380000	1
26	0.380000	1
27	0.380000	1
28	0.380000	1
29	0.380000	1
30	0.380000	1
32	0.380000	1
33	0.380000	1
34	0.380000	1
35	0.380000	1
36	0.380000	1
37	0.380000	1
38	0.380000	1
39	0.380000	1
40	0.380000	1
41	0.380000	1
43	0.380000	1
44	0.380000	1
45	0.380000	1
46	0.380000	1
47	0.380000	1
48	0.380000	1
49	0.380000	1
50	0.380000	1
51	0.380000	1
52	0.380000	1
53	0.380000	1
54	0.380000	1
55	0.380000	1
56	0.380000	1
57	0.380000	1
58	0.380000	1
59	0.380000	1
60	0.380000	1
61	0.380000	1
62	0.380000	1
63	0.380000	1
8	0.380000	2
42	0.380000	2
31	0.380000	3

0	0.390000	1
1	0.390000	1
2	0.390000	1
3	0.390000	1
4	0.390000	1
5	0.390000	1
6	0.390000	1
7	0.390000	1
9	0.390000	1
10	0.390000	1
11	0.390000	1
12	0.390000	1
13	0.390000	1
14	0.390000	1
15	0.390000	1
16	0.390000	1
17	0.390000	1
18	0.390000	1
19	0.390000	1
20	0.390000	1
21	0.390000	1
22	0.390000	1
23	0.390000	1
24	0.390000	1
25	0.390000	1
26	0.390000	1
27	0.390000	1
28	0.390000	1
29	0.390000	1
30	0.390000	1
32	0.390000	1
33	0.390000	1
34	0.390000	1
35	0.390000	1
36	0.390000	1
37	0.390000	1
38	0.390000	1
39	0.390000	1
40	0.390000	1
41	0.390000	1
43	0.390000	1
44	0.390000	1
45	0.390000	1
46	0.390000	1
47	0.390000	1
48	0.390000	1
49	0.390000	1
50	0.390000	1
51	0.390000	1
52	0.390000	1
53	0.390000	1
54	0.390000	1
55	0.390000	1
56	0.390000	1
57	0.390000	1
58	0.390000	1
59	0.390000	1
60	0.390000	1
61	0.390000	1
62	0.390000	1
63	0.390000	1
8	0.390000	2
42	0.390000	2
31	0.390000	3

0	0.400000	1
1	0.400000	1
2	0.400000	1
3	0.400000	1
4	0.400000	1
6	0.400000	1
7	0.400000	1
9	0.400000	1
10	0.400000	1
11	0.400000	1
12	0.400000	1
13	0.400000	1
14	0.400000	1
15	0.400000	1
16	0.400000	1
17	0.400000	1
18	0.400000	1
19	0.400000	1
20	0.400000	1
21	0.400000	1
22	0.400000	1
23	0.400000	1
24	0.400000	1
25	0.400000	1
26	0.400000	1
27	0.400000	1
28	0.400000	1
29	0.400000	1
30	0.400000	1
32	0.400000	1
33	0.400000	1
34	0.400000	1
35	0.400000	1
36	0.400000	1
37	0.400000	1
38	0.400000	1
40	0.400000	1
41	0.400000	1
43	0.400000	1
44	0.400000	1
45	0.400000	1
46	0.400000	1
47	0.400000	1
48	0.400000	1
49	0.400000	1
50	0.400000	1
51	0.400000	1
52	0.400000	1
53	0.400000	1
54	0.400000	1
55	0.400000	1
56	0.400000	1
57	0.400000	1
58	0.400000	1
59	0.400000	1
60	0.400000	1
61	0.400000	1
62	0.400000	1
63	0.400000	1
5	0.400000	2
39	0.400000	2
8	0.400000	3
42	0.400000	3
31	0.400000	4

0	0.410000	1
1	0.410000	1
2	0.410000	1
3	0.410000	1
4	0.410000	1
6	0.410000	1
7	0.410000	1
9	0.410000	1
10	0.410000	1
11	0.410000	1
12	0.410000	1
13	0.410000	1
14	0.410000	1
15	0.410000	1
16	0.410000	1
17	0.410000	1
18	0.410000	1
19	0.410000	1
20	0.410000	1
21	0.410000	1
22	0.410000	1
23	0.410000	1
24	0.410000	1
25	0.410000	1
26	0.410000	1
27	0.410000	1
28	0.410000	1
29	0.410000	1
30	0.410000	1
32	0.410000	1
33	0.410000	1
34	0.410000	1
35	0.410000	1
36	0.410000	1
37	0.410000	1
38	0.410000	1
40	0.410000	1
41	0.410000	1
43	0.410000	1
44	0.410000	1
45	0.410000	1
46	0.410000	1
47	0.410000	1
48	0.410000	1
49	0.410000	1
50	0.410000	1
51	0.410000	1
52	0.410000	1
53	0.410000	1
54	0.410000	1
55	0.410000	1
56	0.410000	1
57	0.410000	1
58	0.410000	1
59	0.410000	1
60	0.410000	1
61	0.410000	1
62	0.410000	1
63	0.410000	1
5	0.410000	2
39	0.410000	2
8	0.410000	3
42	0.410000	3
31	0.410000	4

0	0.420000	1
1	0.420000	1
2	0.420000	1
3	0.420000	1
4	0.420000	1
6	0.420000	1
7	0.420000	1
9	0.420000	1
10	0.420000	1
11	0.420000	1
12	0.420000	1
13	0.420000	1
14	0.420000	1
15	0.420000	1
16	0.420000	1
17	0.420000	1
18	0.420000	1
19	0.420000	1
20	0.420000	1
21	0.420000	1
22	0.420000	1
23	0.420000	1
24	0.420000	1
25	0.420000	1
26	0.420000	1
27	0.420000	1
28	0.420000	1
29	0.420000	1
30	0.420000	1
32	0.420000	1
33	0.420000	1
34	0.420000	1
35	0.420000	1
36	0.420000	1
37	0.420000	1
38	0.420000	1
40	0.420000	1
41	0.420000	1
43	0.420000	1
44	0.420000	1
45	0.420000	1
46	0.420000	1
47	0.420000	1
48	0.420000	1
49	0.420000	1
50	0.420000	1
51	0.420000	1
52	0.420000	1
53	0.420000	1
54	0.420000	1
55	0.420000	1
56	0.420000	1
57	0.420000	1
58	0.420000	1
59	0.420000	1
60	0.420000	1
61	0.420000	1
62	0.420000	1
63	0.420000	1
5	0.420000	2
39	0.420000	2
8	0.420000	3
42	0.420000	3
31	0.420000	4

0	0.430000	1
1	0.430000	1
2	0.430000	1
3	0.430000	1
4	0.430000	1
6	0.430000	1
7	0.430000	1
9	0.430000	1
10	0.430000	1
11	0.430000	1
12	0.430000	1
13	0.430000	1
14	0.430000	1
15	0.430000	1
16	0.430000	1
17	0.430000	1
18	0.430000	1
19	0.430000	1
20	0.430000	1
21	0.430000	1
22	0.430000	1
23	0.430000	1
24	0.430000	1
25	0.430000	1
26	0.430000	1
27	0.430000	1
28	0.430000	1
29	0.430000	1
30	0.430000	1
32	0.430000	1
33	0.430000	1
34	0.430000	1
35	0.430000	1
36	0.430000	1
37	0.430000	1
38	0.430000	1
40	0.430000	1
41	0.430000	1
43	0.430000	1
44	0.430000	1
45	0.430000	1
46	0.430000	1
47	0.430000	1
48	0.430000	1
49	0.430000	1
50	0.430000	1
51	0.430000	1
52	0.430000	1
53	0.430000	1
54	0.430000	1
55	0.430000	1
56	0.430000	1
57	0.430000	1
58	0.430000	1
59	0.430000	1
60	0.430000	1
61	0.430000	1
62	0.430000	1
63	0.430000	1
5	0.430000	2
39	0.430000	2
8	0.430000	3
42	0.430000	3
31	0.430000	4

0	0.440000	1
1	0.440000	1
2	0.440000	1
3	0.440000	1
4	0.440000	1
6	0.440000	1
7	0.440000	1
9	0.440000	1
10	0.440000	1
11	0.440000	1
12	0.440000	1
13	0.440000	1
14	0.440000	1
15	0.440000	1
16	0.440000	1
17	0.440000	1
18	0.440000	1
19	0.440000	1
20	0.440000	1
21	0.440000	1
22	0.440000	1
23	0.440000	1
24	0.440000	1
25	0.440000	1
26	0.440000	1
27	0.440000	1
28	0.440000	1
29	0.440000	1
30	0.440000	1
32	0.440000	1
33	0.440000	1
34	0.440000	1
35	0.440000	1
36	0.440000	1
37	0.440000	1
38	0.440000	1
40	0.440000	1
41	0.440000	1
43	0.440000	1
44	0.440000	1
45	0.440000	1
46	0.440000	1
47	0.440000	1
48	0.440000	1
49	0.440000	1
50	0.440000	1
51	0.440000	1
52	0.440000	1
53	0.440000	1
54	0.440000	1
55	0.440000	1
56	0.440000	1
57	0.440000	1
58	0.440000	1
59	0.440000	1
60	0.440000	1
61	0.440000	1
62	0.440000	1
63	0.440000	1
5	0.440000	2
39	0.440000	2
8	0.440000	3
42	0.440000	3
31	0.440000	4

0	0.450000	1
1	0.450000	1
2	0.450000	1
3	0.450000	1
6	0.450000	1
7	0.450000	1
9	0.450000	1
10	0.450000	1
11	0.450000	1
12	0.450000	1
13	0.450000	1
14	0.450000	1
15	0.450000	1
16	0.450000	1
17	0.450000	1
18	0.450000	1
19	0.450000	1
20	0.450000	1
21	0.450000	1
22	0.450000	1
23	0.450000	1
24	0.450000	1
25	0.450000	1
26	0.450000	1
27	0.450000	1
28	0.450000	1
29	0.450000	1
30	0.450000	1
32	0.450000	1
33	0.450000	1
34	0.450000	1
35	0.450000	1
36	0.450000	1
37	0.450000	1
40	0.450000	1
41	0.450000	1
43	0.450000	1
44	0.450000	1
45	0.450000	1
46	0.450000	1
47	0.450000	1
48	0.450000	1
49	0.450000	1
50	0.450000	1
51	0.450000	1
52	0.450000	1
53	0.450000	1
54	0.450000	1
55	0.450000	1
56	0.450000	1
57	0.450000	1
58	0.450000	1
59	0.450000	1
60	0.450000	1
61	0.450000	1
62	0.450000	1
63	0.450000	1
4	0.450000	2
38	0.450000	2
5	0.450000	3
39	0.450000	3
8	0.450000	4
31	0.450000	5
42	0.450000	6

0	0.460000	1
1	0.460000	1
2	0.460000	1
3	0.460000	1
6	0.460000	1
7	0.460000	1
10	0.460000	1
11	0.460000	1
12	0.460000	1
13	0.460000	1
14	0.460000	1
15	0.460000	1
17	0.460000	1
19	0.460000	1
20	0.460000	1
22	0.460000	1
23	0.460000	1
24	0.460000	1
25	0.460000	1
26	0.460000	1
27	0.460000	1
28	0.460000	1
29	0.460000	1
30	0.460000	1
32	0.460000	1
33	0.460000	1
34	0.460000	1
35	0.460000	1
36	0.460000	1
37	0.460000	1
40	0.460000	1
41	0.460000	1
44	0.460000	1
45	0.460000	1
46	0.460000	1
47	0.460000	1
48	0.460000	1
49	0.460000	1
51	0.460000	1
53	0.460000	1
54	0.460000	1
56	0.460000	1
57	0.460000	1
58	0.460000	1
59	0.460000	1
60	0.460000	1
61	0.460000	1
62	0.460000	1
63	0.460000	1
9	0.460000	2
43	0.460000	2
16	0.460000	2
50	0.460000	2
21	0.460000	2
55	0.460000	2
4	0.460000	3
38	0.460000	3
5	0.460000	4
39	0.460000	4
18	0.460000	5
52	0.460000	5
8	0.460000	6
31	0.460000	7
42	0.460000	8

0	0.470000	1
1	0.470000	1
2	0.470000	1
3	0.470000	1
6	0.470000	1
7	0.470000	1
10	0.470000	1
11	0.470000	1
12	0.470000	1
13	0.470000	1
14	0.470000	1
15	0.470000	1
17	0.470000	1
19	0.470000	1
20	0.470000	1
22	0.470000	1
24	0.470000	1
26	0.470000	1
27	0.470000	1
28	0.470000	1
29	0.470000	1
30	0.470000	1
32	0.470000	1
33	0.470000	1
34	0.470000	1
35	0.470000	1
36	0.470000	1
37	0.470000	1
40	0.470000	1
41	0.470000	1
44	0.470000	1
45	0.470000	1
46	0.470000	1
47	0.470000	1
48	0.470000	1
49	0.470000	1
51	0.470000	1
53	0.470000	1
54	0.470000	1
56	0.470000	1
58	0.470000	1
60	0.470000	1
61	0.470000	1
62	0.470000	1
63	0.470000	1
9	0.470000	2
43	0.470000	2
16	0.470000	2
50	0.470000	2
21	0.470000	2
55	0.470000	2
4	0.470000	3
38	0.470000	3
5	0.470000	4
39	0.470000	4
18	0.470000	5
52	0.470000	5
57	0.470000	6
23	0.470000	6
25	0.470000	7
59	0.470000	7
8	0.470000	8
31	0.470000	9
42	0.470000	10

0	0.480000	1
1	0.480000	1
2	0.480000	1
3	0.480000	1
6	0.480000	1
7	0.480000	1
10	0.480000	1
11	0.480000	1
12	0.480000	1
13	0.480000	1
14	0.480000	1
15	0.480000	1
17	0.480000	1
19	0.480000	1
20	0.480000	1
22	0.480000	1
24	0.480000	1
26	0.480000	1
27	0.480000	1
28	0.480000	1
29	0.480000	1
30	0.480000	1
32	0.480000	1
33	0.480000	1
34	0.480000	1
35	0.480000	1
36	0.480000	1
37	0.480000	1
40	0.480000	1
